SOURCE	TARGET	Type	Language	Word	Source_Gloss	Target_Gloss	Direction
woman	wife	Derivation	Russian		wife	woman	
woman	wife	Polysemy	Aghul	xir	woman	wife	
woman	wife	Polysemy	Old Slavonic	жена	wife	woman	
woman	wife	Polysemy	Moksha	ава	woman	wife	
woman	wife	Polysemy	Uzbek	ayol	woman	wife	
woman	wife	Polysemy	German	Frau	woman	wife	
woman	wife	Polysemy	Karaim	хатын	wife	woman	
woman	wife	Polysemy	Gagauz	karı	woman	wife	
woman	wife	Polysemy	Sanskrit	vadhū	woman, the female of any animal , (esp.) a cow or mare	a bride or newly-married woman , young wife spouse, any wife	—
woman	wife	Polysemy	Sanskrit	strīˊ	woman , female , female of any animal	wife, mother	—
woman	wife	Polysemy	Icelandic	kona	woman	wife	—
woman	wife	Polysemy	Lezgian	pab	woman	wife	
woman	wife	Polysemy	Evenki	asī	woman	wife	—
woman	wife	Polysemy	Geez	bəʔsit	woman	wife	→
woman	wife	Polysemy	Sanskrit	yoṣaṇā	girl, maiden, young woman	wife	—
woman	wife	Polysemy	Sanskrit	pramadā	woman	wife	—
woman	wife	Polysemy	Kubachi	хьунул	woman	wife	—
woman	wife	Polysemy	Udmurt	кышномурт	woman	wife	→
woman	wife	Polysemy	Abaza	phʷəs	woman	wife	→
woman	wife	Polysemy	Tofa	эпшi	woman	wife	—
woman	mother	Cognates			woman; wife	mother	
woman	mother	Polysemy	Erzya	ава	woman	mother	—
woman	sheaf	Polysemy	Komi	ань	woman	sheaf of linen (dialect)	→
woman	sheaf	Polysemy	Russian	baba	woman, bint	a stack of sheaves in the field (5, 10, 20)	→
planet	week	Polysemy	Tibetan	gzā	planet	week	
planet	week	Derivation	Mandarin Chinese		star; planet; heavenly body	week	→
sun	Sunday	Polysemy	Thai	ā-thit	sun	Sunday	→
sun	Sunday	Polysemy	Mongolian (Khalkha)	ad’yaa	sun (obsolete)	Sunday	→
sun	Sunday	Polysemy	Tibetan	gzā-nyi-ma	sun	Sunday	→
sun	Sunday	Derivation	English		sun	Sunday	→
sun	Sunday	Derivation	Japanese		sun	Sunday (=day of the sun)	→
sun	Sunday	Polysemy	Mongolian (Khalkha)		sun	Sunday	→
sun	Sunday	Polysemy	Tamil	nāyiṟu	sun	Sunday	—
sun	day	Polysemy	Ancient Greek	ἥλιος	sun	day - the sun&#39;s day journey	→
sun	day	Polysemy	Sanskrit	aruṣá	sun	day	→
sun	day	Polysemy	Tagalog	araw	sun	day	—
sun	day	Polysemy	Turkish	gün	sun	day	—
sun	day	Polysemy	Hungarian	nap	sun	day	—
sun	day	Polysemy	Moksha	ши	sun	day	—
sun	day	Polysemy	Chamalal	mij	sun	day	—
sun	day	Polysemy	Chirag Dargwa	bare	sun	day	—
sun	day	Polysemy	Kuria	omobaso	sun	day	—
sun	day	Polysemy	Geez	ʔamir	sun	day	
sun	day	Polysemy	Soqotri	šam	sun	day	→
sun	day	Polysemy	Tibetan	nyi-ma	sun	day	—
sun	day	Polysemy	Jibbali	yum	&#39;sun; light, sunlight&#39;	&#39;day&#39;	←
sun	day	Polysemy	Maori	rā	sun	day	—
sun	day	Polysemy	Russian–Chinese Pidgin	сонца	sun	day	→
sun	day	Polysemy	Tocharian A	koṃ	sun	day	→
sun	day	Polysemy	Seri	zaah	sun	day	—
sun	day	Polysemy	Mandarin Chinese	rì (日)	sun, sun light	day (vs. night), daytime; day (twenty-four-hour period), date,	→
sun	day	Polysemy	Warlpiri	nguljurrpa	sun	day	—
sun	day	Polysemy	Warlpiri	parra	sun, sunlight	day, daylight	—
sun	day	Polysemy	Shan	wan4	sun	day	—
sun	day	Polysemy	Turkmen	gün	sun	day	—
sun	day	Polysemy	Northern Sotho	letšatši	sun	day	—
sun	day	Polysemy	Fijian	siga	sun	day	—
sun	day	Polysemy	Orokaiva	iji	sun	day	—
sun	day	Polysemy	Yegha	&#39;iji	sun	day	—
sun	day	Polysemy	Gaina	&#39;iji	sun	day	—
sun	day	Polysemy	Barai	maza|n-e	sun	day	—
sun	day	Polysemy	Mountain Koiarj	vani	sun	day	—
sun	day	Polysemy	Grass Koiarj	vani	sun	day	—
sun	day	Polysemy	Suena	waiko	sun	day	—
sun	day	Polysemy	Bashkir	көн	sun	day	—
sun	day	Polysemy	Hausa	rana	sun	day	—
sun	day	Derivation	Burmese		sun	day	—
sun	day	Polysemy	Hawaiian	lā	sun	day	—
sun	day	Polysemy	Yakut	күн	sun	day	—
sun	day	Polysemy	Kazakh	күн	sun	day	—
sun	day	Polysemy	Kyrghyz	күн	sun	day	—
sun	day	Polysemy	Kurdish	rōž, rō	sun	day	—
sun	day	Polysemy	Balochi	rōč	sun	day	—
sun	day	Polysemy	Luri	rūz	sun	day	—
sun	day	Polysemy	Kaqchikel	q&#39;ij	sun	day	—
sun	day	Polysemy	Zulu	ilanga	sun	day	—
sun	day	Polysemy	White Hmong (Hmong Daw)	hnub	sun	day	—
sun	day	Polysemy	Waray	ádlaw	sun	day	—
sun	day	Polysemy	Tamil	el	sun, sunshine, light	day, daytime, day of 24 hours	—
sun	day	Polysemy	Telugu	poddu	sun	day	—
sun	day	Derivation	Telugu		sun	day	—
sun	happiness, luck	Polysemy	Osetin	xūr | xor	sun	happiness	→
sun	east	Polysemy	Ancient Greek	ἥλιος	sun	east, dawn	→
sun	lightning	Polysemy	Jarawara	bahi	sun	lightning, thunder	—
sun	watch, clock	Polysemy	Jarawara	bahi	sun	clock, watch	→
sun	sail (n.)	Polysemy	Maori	kōmaru	sun	sail (n.)	—
sun	sail (n.)	Polysemy	Maori	rā	sun	sail (of a canoe)	—
sun	time	Polysemy	Orokaiva	iji	sun	time	→
sun	time	Polysemy	Yegha	&#39;iji	sun	time	—
sun	time	Polysemy	Gaina	&#39;iji	sun	time	→
sun	time	Polysemy	Grass Koiarj	vani	sun	time	→
sun	fire	Polysemy	Tamil	aṉali	sun	fire	—
sun	fire	Polysemy	Tamil		sun	fire	—
sun	fire	Cognates			fire, heat	sun	—
Sunday	week	Derivation	Amharic		Sabbath, Sunday	to spend a week (starting with Sunday)	→
Sunday	week	Polysemy	Old East Slavic	недѣля	Sunday	week	→
Sunday	week	Polysemy	Thai	ā-thit	Sunday	week	—
Sunday	week	Polysemy	Romani	kurko	Sunday	week	—
Sunday	week	Polysemy	Maori	wiki	Sunday	week	↔
Sunday	week	Polysemy	Mandarin Chinese	lǐbài (禮拜)	Sunday	week	—
Sunday	week	Polysemy	Mandarin Chinese	xīngqī (星期)	Sunday	week	→
Sunday	week	Borrowing			Sunday	week	→
Sunday	week	Polysemy	Georgian	ḳvira (კვირა)	Sunday	week	→
Venus	Friday	Polysemy	Mongolian (Khalkha)	baasan	the planet Venus	Friday	→
Venus	Friday	Derivation	French		the planet Venus	Friday	→
Venus	Friday	Polysemy	Tibetan	gzā-pa-sangs	the planet Venus	Friday	→
Venus	Friday	Polysemy	Mongolian (Khalkha)	sugar	the planet Venus	Friday	→
Venus	Friday	Polysemy	Tibetan		the planet Venus	Friday	—
Venus	Friday	Polysemy	Lao	pʰa3-suk1	Venus	Friday	—
Venus	Friday	Derivation	Khmer		Venus	Friday	→
Friday	week	Derivation	Modern Written Arabic	ǧumʕa	Friday	week	→
Friday	week	Polysemy			Friday	week	→
Saturn	Saturday	Derivation	Khmer		Saturn	Saturday	→
Saturn	Saturday	Polysemy	Tibetan	spen-pa	Saturn	Saturday	→
Saturn	Saturday	Polysemy	Mongolian (Khalkha)		the planet Saturn	Saturday	→
Saturn	Saturday	Polysemy	Mongolian (Khalkha)	byamba	the planet Saturn	Saturday	→
Saturn	Saturday	Polysemy	Burmese	сəней	Saturn	Saturday	→
Saturn	Saturday	Polysemy	Tibetan	gzā-slen-pa	the planet Saturn	Saturday	→
Saturn	Saturday	Derivation	English		the planet Saturn	Saturday	→
Saturday	week	Polysemy	Armenian	šabatʿ (շաբաթ)	Saturday	week	→
Jupiter	Thursday	Polysemy	Tibetan	gzā-phur-ba	the planet Jupiter	Thursday	→
Jupiter	Thursday	Derivation	French		the planet Jupiter	Thursday	→
Jupiter	Thursday	Polysemy	Mongolian (Khalkha)	barhasbad&#39;	Jupiter	Thursday	→
Jupiter	Thursday	Polysemy	Lao	pʰa3-lɯ3-hat1	Jupiter	Thursday	→
Jupiter	Thursday	Polysemy	Burmese		Jupiter	Thursday	→
Jupiter	Thursday	Polysemy	Mongolian (Khalkha)		the planet Jupiter	Thursday	→
Mars	Tuesday	Polysemy	Mongolian (Khalkha)		the planet Mars	Tuesday	→
Mars	Tuesday	Polysemy	Tibetan	gzā-mig-dmar	the planet Mars	Tuesday	—
Mars	Tuesday	Polysemy	Mongolian (Khalkha)		the planet Mars	Tuesday	→
Mars	Tuesday	Derivation	French		the planet Mars	Tuesday	→
Mars	Tuesday	Polysemy	Thai	ang-khān	Mars	Tuesday	→
moon	Monday	Polysemy	Mongolian (Khalkha)		moon	Monday	→
moon	Monday	Polysemy	English		moon	Monday	→
moon	Monday	Derivation	Japanese		moon	Monday (lit. Moon day)	→
moon	Monday	Polysemy	Tibetan	gzā-zla-ba	moon	Monday	→
moon	Monday	Derivation	French		moon	Monday	→
moon	Monday	Polysemy	Mongolian (Khalkha)		moon	Monday	→
moon	Monday	Polysemy	Sanskrit		moon	Monday	→
moon	month	Polysemy	Burmese	лá	moon	month	→
moon	month	Polysemy	Japanese	tsuki (月)	moon	calendary month	—
moon	month	Polysemy	Ancient Hebrew	ḥōdeš	new moon	month	→
moon	month	Polysemy	Erzya	ков	moon	month	—
moon	month	Polysemy	Swahili	mwezi	moon	month	—
moon	month	Polysemy	Nganasan	кичеʒəə	moon	month	—
moon	month	Polysemy	Jarawara	abariko	moon	month	—
moon	month	Polysemy	Thai	dɯ̄an	moon	month	—
moon	month	Polysemy	Adyghe	maze	moon	month	→
moon	month	Polysemy	Aghul	waz	moon	month	
moon	month	Polysemy	Sanskrit	masah	moon	month	
moon	month	Polysemy	Russian	mesjac	moon, month	moon	
moon	month	Polysemy	Tuvan	ай	moon	calendary month	
moon	month	Derivation	English		moon	calendary month	
moon	month	Polysemy	Akkadian	arḫu	moon	month	→
moon	month	Polysemy	Tibetan	zla-ba	moon	month	—
moon	month	Polysemy	Kashub	ksąžëc	moon	month	→
moon	month	Polysemy	Tagalog	buwán	moon	month	—
moon	month	Polysemy	Romani	čhon	moon	month	—
moon	month	Polysemy	Evenki	аткиқāн	moon	month	—
moon	month	Polysemy	Romanian	lună	moon	month	—
moon	month	Polysemy	Ancient Greek	σελήνη	moon	moon (poet.)	→
moon	month	Polysemy	Khmer	khae	moon	month	→
moon	month	Polysemy	Evenki	bēga	moon	month	—
moon	month	Polysemy	Seri	iizax	moon	month	—
moon	month	Polysemy	Kubachi	бац	moon	month	→
moon	month	Polysemy	Udmurt	толэзь	moon	month	→
moon	mad	Derivation	Geez		moon	mad	→
moon	mad	Derivation	Ancient Greek		moon	to be a sleepwalker; to have attacks or to be mentally ill	→
moon	mad	Derivation	Latin		moon	sleep-walker, epileptic, madman	→
moon	menstruation	Polysemy	Swahili	mwezi	moon	menstrual flux	→
moon	menstruation	Derivation	Evenki		moon	to have period	→
moon	menstruation	Derivation	Russian		moon, month	period	→
moon	menstruation	Polysemy	Gagauz	aylık	monthly	menstrual flux	→
moon	menstruation	Derivation	Latin		monthly; one month long	menstrual flux	→
moon	menstruation	Polysemy	Mongolian (Khalkha)		moon	menstrual flux	→
moon	menstruation	Derivation	Tibetan		moon (in compund words)	menstrual flux	→
moon	menstruation	Polysemy	Komi	тöлысся	monthly	menstrual flux	→
Monday	misfortune	Derivation	Amharic		Monday	to be at a great disadvantage; to have s.th. bad happen to one	→
Mercury	Wednesday	Polysemy	Lao	pʰut3	Mercury	Wednesday	→
Mercury	Wednesday	Polysemy	Mongolian (Khalkha)		the planet Mercury	Wednesday	→
Mercury	Wednesday	Polysemy	Tibetan	gzā-lhag-pa	the planet Mercury	Wednesday	→
Mercury	Wednesday	Derivation	French		the planet Mercury	Wednesday	→
Mercury	Wednesday	Polysemy	Burmese	боу&#39;дəху̀	Mercury	Wednesday	—
Mercury	Wednesday	Polysemy	Mongolian (Khalkha)		Mercury	Wednesday	→
shine (n.)	fame	Polysemy	Tibetan	brjid	glitter, shine, glisten	glory	—
shine (n.)	fame	Polysemy	Spanish	esplendor	shine, glitter	fame, glory	→
shine (n.)	fame	Polysemy	Tibetan	gzi-od	bright light, shine	glory	—
shine (n.)	fame	Derivation	English		glitter	famous	—
shine (n.)	fame	Polysemy	Ancient Greek	φᾰεινός	shining, glittering, bright	splendid, brilliant	→
shine (n.)	lightning	Derivation	Akkadian		&#39;to flash&#39;	&#39;lightning&#39;	
shine (n.)	lightning	Cognates		blesk	glitter	lightning [Павлович 1976: 33]	
shine (n.)	flower	Derivation	Classical Arabic		&#39;to shine, to glisten&#39;	&#39;flower, blossom&#39;	→
to grasp, seize	inclination to smth	Polysemy	Tibetan	gzung-ba	grasped	interest, disposition, predilection	
to grasp, seize	to understand	Polysemy	Korean	phaak	grasping, seizing, grabbing	understanding	—
to grasp, seize	to understand	Polysemy	Kilivila	-sau-	pick	know, undersand, learn	—
to grasp, seize	to understand	Polysemy	Erzya	каподемс	to grasp	to understand	→
to grasp, seize	to understand	Polysemy	Zulu	ɓamba	catch, grip, hold, grasp	grasp with the intellect, understand	—
to grasp, seize	to understand	Polysemy	Sumerian	dab	grasp	understand, learn	—
to grasp, seize	to understand	Polysemy	Nahuatl	aaci	reach, touch, hold	come to know something completely	—
to grasp, seize	to understand	Polysemy	Syriac	ʕrā, ʕrī	to seize, take, comprehend	to understand, comprehend	→
to grasp, seize	to understand	Polysemy	Hungarian	felfog	seize, gather, hold up (one&#39;s skirt), grasp	comprehend	→
to grasp, seize	to understand	Polysemy	Italian	afferare	to grasp	to understand	→
to grasp, seize	to understand	Polysemy	English	grasp	to grasp	to understand	—
to grasp, seize	to understand	Semantic evolution			to catch	to understand	→
to grasp, seize	to understand	Semantic evolution	Russian	ponjat&#39;	to take, to grasp, to capture, to catch [Даль 1994-3: 743]	to grasp [Даль 1994-3: 743]	→
to grasp, seize	to understand	Polysemy	Old East Slavic	поѩти	to take, to catch, to seize [Срезневский 1989: 1340-1342]	to understand, to grasp [Срезневский 1989: 1340-1342]	→
to grasp, seize	to understand	Semantic evolution			to catch [Срезневский 1989: 1179]	to capture	→
to grasp, seize	to understand	Polysemy	Russian	shvatyvat&#39;	to grasp, to seize	to grasp	→
to grasp, seize	to understand	Polysemy	Serbo-Croatian	hvatati	to grasp, to seize, to catch [Толстой 2001: 649]	to understand	→
to grasp, seize	to understand	Cognates			to grasp, seize	to understand	→
to grasp, seize	to understand	Polysemy	English	catch	to grasp	to understand	→
to grasp, seize	to understand	Polysemy	Italian	prendere	to take	to understand	→
to grasp, seize	to understand	Polysemy	French	saisir	to grasp	to understand	→
to grasp, seize	to understand	Derivation	German		to grasp	to understand	→
to grasp, seize	to understand	Polysemy	Macedonian	fati	to grasp	to understand	→
to grasp, seize	to understand	Polysemy	Armenian	ařnel	to take	to understand (word, expression)	—
to grasp, seize	to understand	Polysemy	Moksha	фатямс	to grasp	to guess	—
to grasp, seize	to understand	Polysemy	English	get	to get	to understand	→
to grasp, seize	to understand	Polysemy	Ancient Greek	καταλαμβάνω	to grasp, to embrace	to grasp, to perceive	—
to grasp, seize	to understand	Semantic evolution			to grasp	to understand	—
to grasp, seize	to understand	Polysemy	Karaim	кап-	to grasp, to take	to understand	—
to grasp, seize	to understand	Polysemy	Tibetan	adzin-pa	to grasp, to catch, to hold	to picture, to grasp	—
to grasp, seize	to understand	Polysemy	Tibetan		grasping, the grasped	to understand, to grasp	—
to grasp, seize	to understand	Polysemy	Tamil	koḷ	seize, grasp, receive, contain	to consider, think	—
to grasp, seize	to understand	Polysemy	Djabugay		fetch, grab	comprehend	—
to grasp, seize	to understand	Polysemy	Japanese	tsukamu (掴む)	to grasp, to catch, to hold (in hand)	to understand, to grasp	→
to grasp, seize	to understand	Polysemy	Modern Hebrew	tafas	grasp	understand	—
to grasp, seize	to understand	Polysemy	Sogdian	γrβ-	to take, to seize	to understand	→
to grasp, seize	to understand	Polysemy	Indonesian	menangkap	grasp	understand	—
to grasp, seize	to understand	Polysemy	Tigrinya	ḥazä	to hold, seize, grasp, grab	to understand, catch on to, realize	—
to grasp, seize	to understand	Polysemy	Swahili	shika	to grasp	to understand	→
to grasp, seize	to understand	Polysemy	Ancient Greek	ἐφάπτω	to touch, to grasp, to seize	to reach with the mind, to attain to	→
to grasp, seize	to understand	Polysemy	Turkish	kavra-	seize, grasp	understand, comprehend	—
to grasp, seize	to understand	Polysemy	Norwegian	fatte	to grasp, seize	to understand	→
to grasp, seize	to understand	Polysemy	Danish	fatte	to grasp, seize	to understand	→
to grasp, seize	to understand	Polysemy	Swedish	fatta	to grasp, seize	to understand	→
to grasp, seize	to understand	Derivation	Wolof		to take an object	to guess sb&#39;s thought, twig, understand	→
to grasp, seize	to understand	Derivation	German		to take	to understand	→
to grasp, seize	to understand	Polysemy	Mwotlap	lep	to take	to get through the intellect, manage to understand (problem, explanations)	→
to grasp, seize	to understand	Polysemy	Djinang	marki	to get, pick up, obtain	to understand	→
to grasp, seize	to understand	Polysemy	Soqotri	édof	to grasp, seize	to understand	→
to grasp, seize	to be enough	Polysemy	Russian	хватать (hvatat&#39;)	to seize, to grasp	to lack	—
to grasp, seize	to do	Polysemy	Udi	biqːsun	to grasp, to catch	to do	→
to grasp, seize	to begin (tr.)	Derivation	Russian		to seize, to grasp	to set about to	
to grasp, seize	to begin (tr.)	Polysemy	Karaim	кабун	to grasp, to seize	to set about to	
to grasp, seize	to begin (tr.)	Derivation	Russian		to take, to get	to set about to	
to grasp, seize	to catch fire	Derivation	Russian		to seize, to grasp	to take fire	
to grasp, seize	to catch fire	Polysemy	Karaim	кабун-	to grasp, to seize	to kindle, to light up	
to grasp, seize	to light, to kindle (the fire)	Polysemy	Ancient Greek	ἅπτω	fasten, grasp, seize	light, kindle	
to grasp, seize	to light, to kindle (the fire)	Semantic evolution			to grasp, to catch	to light (fire), to switch on light	
to grasp, seize	to learn, study	Polysemy	Tigre	ṣabṭa	to seize, to catch, to hold fast	to take over, to learn	→
to grasp, seize	servant	Derivation	Tigre		to grasp, to catch, to hold	servant	→
to grasp, seize	to care for, look after	Polysemy	Tigre	ṣabṭa	grasp, to catch, to hold	to take care	→
to grasp, seize	to fight, scuffle	Derivation	Russian		to seize, to grasp	fight	
to grasp, seize	to fight, scuffle	Derivation	Karaim		to hold, to catch, to grasp	to quarrel, to fight	
to grasp, seize	to eat	Polysemy	Yakut	хап-	to catch, to seize, to grasp	to eat hurriedly	→
to grasp, seize	to eat	Polysemy	Russian	perehvatit&#39;	to intercept	to eat quickly, hurriedly	
